FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,E_COICOP_REV_ISTAT,ECOICOP Rev. Istat,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2016-11,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2016-12,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-01,100.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-02,100.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-03,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-04,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-05,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-06,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-07,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-08,100.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-09,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-10,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-11,101,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2017-12,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-01,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-02,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-03,101.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-04,101,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-05,101,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-06,101,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-07,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-08,100.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-09,101.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-10,101.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-11,101.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2018-12,101.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-01,101,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-02,100.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-03,101.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-04,101.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-05,101.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-06,101.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-07,101.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-08,101.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-09,101.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-10,101.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-11,101.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2019-12,101.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-01,101.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-02,101.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-03,101.8,I,Dato imputato (vedi nota a livello di dataset)
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-04,102.1,I,Dato imputato (vedi nota a livello di dataset)
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-05,102.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-06,102.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-07,102.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-08,101.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-09,101.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-10,102.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-11,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2020-12,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-01,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-02,102.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-03,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-04,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-05,102.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-06,102.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-07,102.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-08,102.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-09,102.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-10,102.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-11,102.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2021-12,102.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-01,102.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-02,103,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-03,103.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-04,103.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-05,104,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-06,104.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-07,104,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-08,104,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-09,105.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-10,105.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-11,106.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2022-12,106.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-01,106.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-02,106.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-03,106.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-04,107.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-05,107.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-06,107.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-07,107.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-08,107.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-09,108,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-10,108.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-11,108.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2023-12,108.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-01,108.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-02,108.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-03,108.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-04,108.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-05,108.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-06,108.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-07,108.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-08,108.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-09,109.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-10,109.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-11,109.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2024-12,109.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-01,109.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-02,109.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-03,109.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-04,109.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-05,109.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-06,109.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-07,109.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-08,109.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-09,110.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-10,110.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-11,110.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,03,-- abbigliamento e calzature,2025-12,110.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-01,99.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-02,99.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-03,99.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-04,97.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-05,97.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-06,97.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-07,97.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-08,97.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-09,98.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-10,98.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-11,98.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2016-12,98.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-01,99.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-02,99.8,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-03,100,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-04,100.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-05,100.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-06,100.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-07,100,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-08,99.9,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-09,100,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-10,100.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-11,100.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2017-12,100.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-01,102.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-02,102.4,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-03,102.5,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-04,100.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-05,100.1,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-06,100.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-07,102.6,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-08,102.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-09,102.7,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-10,105.2,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-11,105.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2018-12,105.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2019-01,106.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2019-02,106.3,,
M,Mensile,IT,Italia,39,'Indice dei prezzi al consumo per l"'intera collettività (base 2015=100) - dati mensili',4,Numeri indici,04,'-- abitazione, acqua, elettricità, gas e altri combustibili',2019-03,106.3,,
